onset	duration	nwb_table	animal	session	trial	center_in	center_out	side_in	outcome	zeroth_side_out	first_side_out	last_side_out	action	rewarded	trial_in_block	prebswitch_num	block_num	state	last_side_out_side	tmax
4128.935331	4133.739798	trials	BSD015	p105	72	4128.935331	4129.015164	4129.636828	4129.642328	4129.772328	4134.981973	4134.981973	right	1.0	10	-13.0	3	right	right	8262.675129
4136.343468	4126.331660999999	trials	BSD015	p105	73	4136.343468	4136.8023	4137.392964	4137.398464	4137.468297	4139.647788	4139.647788	right	1.0	11	-12.0	3	right	right	8262.675129
4141.089449	4121.585679999999	trials	BSD015	p105	74	4141.089449	4141.380781	4141.831446	4141.836946	4141.965112	4143.517939	4143.517939	right	1.0	12	-11.0	3	right	right	8262.675129
4144.225937	4118.449191999999	trials	BSD015	p105	75	4144.225937	4145.853097	4146.397261	4146.402761	4146.544594	4148.760252	4148.760252	right	1.0	13	-10.0	3	right	right	8262.675129
4150.084913	4112.590216	trials	BSD015	p105	76	4150.084913	4150.198746	4150.723577	4150.729077	4150.84341	4153.051401	4153.051401	right	1.0	14	-9.0	3	right	right	8262.675129
4154.090897	4108.584231999999	trials	BSD015	p105	77	4154.090897	4154.265396	4154.948894	4154.948894	4154.97756	4155.81389	4155.81389	left	0.0	15	-8.0	3	right	left	8262.675129
4156.289555	4106.385573999999	trials	BSD015	p105	78	4156.289555	4156.440721	4156.929719	4156.935219	4156.972552	4159.696041	4159.696041	right	1.0	16	-7.0	3	right	right	8262.675129
4161.070369	4101.604759999999	trials	BSD015	p105	79	4161.070369	4161.121536		4166.121682				nan		17	-6.0	3	right	nan	8262.675129
4224.15295	4038.5221789999996	trials	BSD015	p105	80	4224.15295	4224.278283	4224.790781	4224.790781	4224.855447	4225.366279	4225.366279	left	0.0	18	-5.0	3	right	left	8262.675129
4225.91561	4036.7595189999993	trials	BSD015	p105	81	4225.91561	4226.016776	4226.862773	4226.870106	4226.952606	4228.131268	4228.131268	right	0.0	19	-4.0	3	right	right	8262.675129
4229.15143	4033.5236989999994	trials	BSD015	p105	82	4229.15143	4229.369429	4229.893094	4229.900427	4229.969927	4231.545421	4231.545421	right	0.0	20	-3.0	3	right	right	8262.675129
4232.042419	4030.632709999999	trials	BSD015	p105	83	4232.042419	4232.088085	4232.714416	4232.719916	4232.865582	4240.546718	4240.546718	right	1.0	21	-2.0	3	right	right	8262.675129
4241.711547	4020.9635819999994	trials	BSD015	p105	84	4241.711547	4241.740046	4242.243544	4242.249044	4242.364044	4247.921022	4247.921022	right	1.0	22	-1.0	3	right	right	8262.675129
4248.809852	4013.865276999999	trials	BSD015	p105	85	4248.809852	4248.896518	4249.405182	4249.405182	4249.551515	4250.204179	4250.204179	right	0.0	0	0.0	4	left	right	8262.675129
4250.591178	4012.0839509999996	trials	BSD015	p105	86	4250.591178	4250.735677	4251.628507	4251.628507	4251.785173	4252.712669	4252.712669	right	0.0	1	-27.0	4	left	right	8262.675129
4253.119834	4009.555294999999	trials	BSD015	p105	87	4253.119834	4253.149167	4253.669832	4253.675165	4253.763832	4255.448325	4255.448325	left	1.0	2	-26.0	4	left	left	8262.675129
4255.89999	4006.7751389999994	trials	BSD015	p105	88	4255.89999	4255.977823	4256.535987	4256.541487	4256.564987	4258.664145	4258.664145	left	1.0	3	-25.0	4	left	left	8262.675129
4259.19731	4003.4778189999997	trials	BSD015	p105	89	4259.19731	4259.260976	4259.643141	4259.648475	4259.665641	4261.901466	4261.901466	left	1.0	4	-24.0	4	left	left	8262.675129
4262.393797	4000.2813319999996	trials	BSD015	p105	90	4262.393797	4262.55863	4262.935628	4262.940962	4262.986961	4264.520622	4264.520622	left	1.0	5	-23.0	4	left	left	8262.675129
4265.063953	3997.6111759999994	trials	BSD015	p105	91	4265.063953	4265.205953	4265.581284	4265.586784	4265.594784	4267.41961	4267.41961	left	1.0	6	-22.0	4	left	left	8262.675129
4267.879109	3994.796019999999	trials	BSD015	p105	92	4267.879109	4268.013108	4268.446606	4268.45394	4268.679272	4269.830267	4269.830267	left	0.0	7	-21.0	4	left	left	8262.675129
4270.256599	3992.418529999999	trials	BSD015	p105	93	4270.256599	4270.525265	4271.037263	4271.042763	4271.148929	4273.695252	4273.695252	left	1.0	8	-20.0	4	left	left	8262.675129
4274.149083	3988.526045999999	trials	BSD015	p105	94	4274.149083	4274.436082	4274.825747	4274.832914	4274.885747	4275.973076	4275.973076	left	0.0	9	-19.0	4	left	left	8262.675129
4276.331241	3986.3438879999994	trials	BSD015	p105	95	4276.331241	4276.540241	4276.983739	4276.989072	4278.559066	4278.559066	4278.559066	left	1.0	10	-18.0	4	left	left	8262.675129
4278.946398	3983.7287309999992	trials	BSD015	p105	96	4278.946398	4279.184897	4279.605395	4279.610728	4280.638391	4280.638391	4280.638391	left	1.0	11	-17.0	4	left	left	8262.675129
4281.082056	3981.593072999999	trials	BSD015	p105	97	4281.082056	4281.237388	4281.71472	4281.72022	4281.73972	4284.488542	4284.488542	left	1.0	12	-16.0	4	left	left	8262.675129
4284.94554	3977.7295889999996	trials	BSD015	p105	98	4284.94554	4285.265039	4285.679371	4285.684704	4285.803204	4287.679863	4287.679863	left	1.0	13	-15.0	4	left	left	8262.675129
4288.087194	3974.5879349999996	trials	BSD015	p105	99	4288.087194	4288.346693	4288.744025	4288.749358	4288.791025	4290.77985	4290.77985	left	1.0	14	-14.0	4	left	left	8262.675129
4291.302182	3971.372946999999	trials	BSD015	p105	100	4291.302182	4291.639014	4292.076512	4292.083678	4292.193511	4292.991508	4292.991508	left	0.0	15	-13.0	4	left	left	8262.675129
4293.392007	3969.283121999999	trials	BSD015	p105	101	4293.392007	4293.549839	4294.037671	4294.043171	4295.902996	4295.902996	4295.902996	left	1.0	16	-12.0	4	left	left	8262.675129
4296.349661	3966.325467999999	trials	BSD015	p105	102	4296.349661	4296.64466	4297.072325	4297.079658	4297.154658	4297.354324	4299.207317	left	0.0	17	-11.0	4	left	left	8262.675129
4299.609482	3963.0656469999994	trials	BSD015	p105	103	4299.609482	4299.634315	4300.220979	4300.220979	4300.354645	4300.993643	4300.993643	right	0.0	18	-10.0	4	left	right	8262.675129
4301.348141	3961.326987999999	trials	BSD015	p105	104	4301.348141	4301.486307	4301.921306	4301.926806	4301.972972	4304.183463	4304.183463	left	1.0	19	-9.0	4	left	left	8262.675129
4304.769794	3957.9053349999995	trials	BSD015	p105	105	4304.769794	4304.977793	4305.393125	4305.398458	4307.440117	4307.440117	4307.440117	left	1.0	20	-8.0	4	left	left	8262.675129
4307.909282	3954.7658469999997	trials	BSD015	p105	106	4307.909282	4308.111781	4308.488613	4308.495946	4308.571279	4309.185777	4309.185777	left	0.0	21	-7.0	4	left	left	8262.675129
4309.626608	3953.0485209999997	trials	BSD015	p105	107	4309.626608	4309.669441	4310.150273	4310.155773	4312.284931	4312.284931	4312.284931	left	1.0	22	-6.0	4	left	left	8262.675129
4312.714763	3949.9603659999993	trials	BSD015	p105	108	4312.714763	4312.819595	4313.206427	4313.213761	4313.26776	4313.985757	4313.985757	left	0.0	23	-5.0	4	left	left	8262.675129
4314.332756	3948.3423729999995	trials	BSD015	p105	109	4314.332756	4314.696755	4315.10592	4315.11142	4315.249919	4317.150578	4317.150578	left	1.0	24	-4.0	4	left	left	8262.675129
4317.675409	3944.999719999999	trials	BSD015	p105	110	4317.675409	4317.933908	4318.340073	4318.347407	4318.39924	4318.610406	4318.610406	left	0.0	25	-3.0	4	left	left	8262.675129
4319.067904	3943.607224999999	trials	BSD015	p105	111	4319.067904	4319.172403	4319.621902	4319.627402	4322.085392	4322.085392	4322.085392	left	1.0	26	-2.0	4	left	left	8262.675129
4322.538057	3940.1370719999995	trials	BSD015	p105	112	4322.538057	4322.806389	4323.220387	4323.225887	4323.32922	4325.153879	4325.153879	left	1.0	27	-1.0	4	left	left	8262.675129
4325.708877	3936.9662519999993	trials	BSD015	p105	113	4325.708877	4325.879543	4326.276875	4326.276875	4326.78704	4326.78704	4326.78704	left	0.0	0	0.0	5	right	left	8262.675129
4327.188705	3935.4864239999997	trials	BSD015	p105	114	4327.188705	4327.324371	4327.863702	4327.869202	4328.072868	4330.298692	4330.298692	right	1.0	1	-23.0	5	right	right	8262.675129
4330.83019	3931.8449389999996	trials	BSD015	p105	115	4330.83019	4331.076356	4331.483521	4331.489021	4331.610187	4335.119506	4335.119506	right	1.0	2	-22.0	5	right	right	8262.675129
4335.457005	3927.218123999999	trials	BSD015	p105	116	4335.457005	4335.584671	4336.047836	4336.053336	4336.057836	4338.037995	4338.037995	right	1.0	3	-21.0	5	right	right	8262.675129
4339.240656	3923.4344729999993	trials	BSD015	p105	117	4339.240656	4339.27749	4339.710488	4339.715821	4341.60798	4341.60798	4341.60798	right	1.0	4	-20.0	5	right	right	8262.675129
4342.117312	3920.557816999999	trials	BSD015	p105	118	4342.117312	4342.297311	4342.912975	4342.918308	4343.063474	4343.572306	4343.572306	right	1.0	5	-19.0	5	right	right	8262.675129
4343.909804	3918.7653249999994	trials	BSD015	p105	119	4343.909804	4344.060637	4344.523302	4344.523302	4345.243466	4345.243466	4345.243466	left	0.0	6	-18.0	5	right	left	8262.675129
4345.641464	3917.033664999999	trials	BSD015	p105	120	4345.641464	4345.807464	4346.293628	4346.293628	4346.468794	4346.468794	4347.872955	left	0.0	7	-17.0	5	right	right	8262.675129
4348.22512	3914.450008999999	trials	BSD015	p105	121	4348.22512	4348.37512	4348.929618	4348.929618	4349.20945	4349.20945	4349.20945	left	0.0	8	-16.0	5	right	left	8262.675129
4350.573778	3912.1013509999993	trials	BSD015	p105	122	4350.573778	4350.697111	4351.136776	4351.142275	4351.290775	4352.666103	4352.666103	right	1.0	9	-15.0	5	right	right	8262.675129
4353.109601	3909.565527999999	trials	BSD015	p105	123	4353.109601	4353.149101	4353.921431	4353.926598	4356.259588	4356.259588	4356.259588	right	1.0	10	-14.0	5	right	right	8262.675129
4356.820753	3905.8543759999993	trials	BSD015	p105	124	4356.820753	4357.428417	4357.951915	4357.957415	4360.450238	4360.450238	4360.450238	right	1.0	11	-13.0	5	right	right	8262.675129
4361.388901	3901.286227999999	trials	BSD015	p105	125	4361.388901	4361.961066	4362.353731	4362.359064	4364.821221	4364.821221	4364.821221	right	1.0	12	-12.0	5	right	right	8262.675129
4365.665384	3897.0097449999994	trials	BSD015	p105	126	4365.665384	4365.789217	4366.203382	4366.210715	4367.220211	4367.513543	4367.513543	right	0.0	13	-11.0	5	right	right	8262.675129
4367.948208	3894.7269209999995	trials	BSD015	p105	127	4367.948208	4368.44604	4369.06187	4369.06737	4369.283036	4371.196029	4371.196029	right	1.0	14	-10.0	5	right	right	8262.675129
4371.998859	3890.676269999999	trials	BSD015	p105	128	4371.998859	4372.587023	4372.958688	4372.964188	4375.400012	4375.400012	4375.400012	right	1.0	15	-9.0	5	right	right	8262.675129
4376.177342	3886.4977869999993	trials	BSD015	p105	129	4376.177342	4376.244842	4376.693507	4376.699007	4379.843494	4379.843494	4379.843494	right	1.0	16	-8.0	5	right	right	8262.675129
4380.328325	3882.346803999999	trials	BSD015	p105	130	4380.328325	4380.544158	4380.974656	4380.97999	4382.901482	4382.901482	4382.901482	right	1.0	17	-7.0	5	right	right	8262.675129
4383.603146	3879.071982999999	trials	BSD015	p105	131	4383.603146	4384.172643	4384.608308	4384.615642	4384.797141	4386.815633	4386.815633	right	0.0	18	-6.0	5	right	right	8262.675129
4387.309297	3875.3658319999995	trials	BSD015	p105	132	4387.309297	4387.439964	4387.921962	4387.927462	4388.086628	4389.979787	4389.979787	right	1.0	19	-5.0	5	right	right	8262.675129
4390.567451	3872.1076779999994	trials	BSD015	p105	133	4390.567451	4390.868117	4391.252282	4391.259448	4391.290115	4391.60978	4391.60978	right	0.0	20	-4.0	5	right	right	8262.675129
4391.992112	3870.6830169999994	trials	BSD015	p105	134	4391.992112	4392.129445	4392.768276	4392.773609	4394.9676	4394.9676	4394.9676	right	1.0	21	-3.0	5	right	right	8262.675129
4395.433932	3867.2411969999994	trials	BSD015	p105	135	4395.433932	4395.627264	4396.182595	4396.188095	4396.489094	4399.380749	4399.380749	right	1.0	22	-2.0	5	right	right	8262.675129
4399.838081	3862.8370479999994	trials	BSD015	p105	136	4399.838081	4400.314412	4400.80841	4400.813743	4404.127397	4404.127397	4404.127397	right	1.0	23	-1.0	5	right	right	8262.675129
4404.580395	3858.0947339999993	trials	BSD015	p105	137	4404.580395	4404.980393	4405.436725	4405.436725	4405.94939	4406.066889	4406.066889	right	0.0	0	0.0	6	left	right	8262.675129
4406.480721	3856.1944079999994	trials	BSD015	p105	138	4406.480721	4406.685053	4407.305718	4407.305718	4407.433217	4408.326713	4408.326713	right	0.0	1	-33.0	6	left	right	8262.675129
4408.686712	3853.9884169999996	trials	BSD015	p105	139	4408.686712	4409.263376	4409.764708	4409.770208	4409.892541	4411.713867	4411.713867	left	1.0	2	-32.0	6	left	left	8262.675129
4412.377531	3850.297597999999	trials	BSD015	p105	140	4412.377531	4412.48803	4413.104528	4413.110028	4413.174694	4414.880354	4414.880354	left	1.0	3	-31.0	6	left	left	8262.675129
4415.344852	3847.330276999999	trials	BSD015	p105	141	4415.344852	4415.437852	4415.962183	4415.969516	4416.223349	4416.223349	4418.513506	left	0.0	4	-30.0	6	left	left	8262.675129
4418.990671	3843.6844579999997	trials	BSD015	p105	142	4418.990671	4419.125004	4419.641335	4419.641335	4419.744334	4420.77083	4420.77083	right	0.0	5	-29.0	6	left	right	8262.675129
4421.129829	3841.545299999999	trials	BSD015	p105	143	4421.129829	4421.238162	4421.715493	4421.720993	4421.73866	4424.507649	4424.507649	left	1.0	6	-28.0	6	left	left	8262.675129
4425.05598	3837.619148999999	trials	BSD015	p105	144	4425.05598	4425.08648	4425.454478	4425.459978	4425.562978	4427.224971	4427.224971	left	1.0	7	-27.0	6	left	left	8262.675129
4427.762636	3834.912492999999	trials	BSD015	p105	145	4427.762636	4427.815469	4428.161801	4428.167301	4429.993293	4429.993293	4429.993293	left	1.0	8	-26.0	6	left	left	8262.675129
4430.445625	3832.229503999999	trials	BSD015	p105	146	4430.445625	4430.605958	4430.95529	4430.960456	4431.033123	4432.946948	4432.946948	left	1.0	9	-25.0	6	left	left	8262.675129
4433.495779	3829.1793499999994	trials	BSD015	p105	147	4433.495779	4433.552446	4434.005777	4434.013111	4434.07061	4434.653775	4434.653775	left	0.0	10	-24.0	6	left	left	8262.675129
