onset	duration	nwb_table	animal	session	trial	center_in	center_out	side_in	outcome	zeroth_side_out	first_side_out	last_side_out	action	rewarded	trial_in_block	prebswitch_num	block_num	state	last_side_out_side	tmax
682.192312	4481.352741	trials	BSD015	p104	27	682.192312	682.219145	682.856809	682.864143	683.901639	683.901639	683.901639	right	0.0	26	-4.0	1	right	right	5163.545053
684.950301	4478.594752	trials	BSD015	p104	28	684.950301	685.017134	685.404133	685.409633	685.503299	689.650282	689.650282	right	1.0	27	-3.0	1	right	right	5163.545053
693.978932	4469.566121	trials	BSD015	p104	29	693.978932	694.277597	694.711262	694.716595	694.765262	698.339081	698.339081	right	1.0	28	-2.0	1	right	right	5163.545053
699.323577	4464.221476	trials	BSD015	p104	30	699.323577	699.45991	700.19124	700.19674	700.25924	703.56956	703.56956	right	1.0	29	-1.0	1	right	right	5163.545053
704.465556	4459.079497	trials	BSD015	p104	31	704.465556	704.508556	704.995721	704.995721	705.062221	707.673877	707.673877	right	0.0	0	0.0	2	left	right	5163.545053
708.077209	4455.467844	trials	BSD015	p104	32	708.077209	708.132542	708.824872	708.824872	709.593702	709.593702	709.593702	right	0.0	1	-17.0	2	left	right	5163.545053
710.005701	4453.539352	trials	BSD015	p104	33	710.005701	710.143534	710.609532	710.609532	710.637865	711.99936	711.99936	right	0.0	2	-16.0	2	left	right	5163.545053
712.473858	4451.0711949999995	trials	BSD015	p104	34	712.473858	712.73869	713.207021	713.207021	713.283688	714.089351	714.089351	right	0.0	3	-15.0	2	left	right	5163.545053
714.516516	4449.028537	trials	BSD015	p104	35	714.516516	715.561179	715.99451	715.99451	716.056343	716.822007	718.678833	right	0.0	4	-14.0	2	left	left	5163.545053
719.136164	4444.408889	trials	BSD015	p104	36	719.136164	719.320497	719.775995	719.775995	719.894161	721.360655	721.360655	right	0.0	5	-13.0	2	left	right	5163.545053
721.869653	4441.6754	trials	BSD015	p104	37	721.869653	721.94432	722.419985	722.419985	722.505318	723.843312	723.843312	right	0.0	6	-12.0	2	left	right	5163.545053
724.208977	4439.336076	trials	BSD015	p104	38	724.208977	724.805142	725.163807	725.163807	725.217807	727.245132	727.245132	right	0.0	7	-11.0	2	left	right	5163.545053
727.744963	4435.80009	trials	BSD015	p104	39	727.744963	728.840792	729.332624	729.332624	729.339957	730.223787	730.223787	right	0.0	8	-10.0	2	left	right	5163.545053
730.534285	4433.010768	trials	BSD015	p104	40	730.534285	730.672618	731.234283	731.239783	731.269616	733.113608	733.113608	left	1.0	9	-9.0	2	left	left	5163.545053
733.658606	4429.886447	trials	BSD015	p104	41	733.658606	733.812772	734.251604	734.256937	734.283937	738.51492	738.51492	left	1.0	10	-8.0	2	left	left	5163.545053
738.920252	4424.624801	trials	BSD015	p104	42	738.920252	738.982418		743.982565				nan		11	-7.0	2	left	nan	5163.545053
763.132322	4400.412730999999	trials	BSD015	p104	43	763.132322	763.324821	763.840319	763.845819	763.940652	781.77058	781.77058	left	1.0	12	-6.0	2	left	left	5163.545053
783.039242	4380.505811	trials	BSD015	p104	44	783.039242	783.100075	783.484407	783.48974	783.50674	785.817398	785.817398	left	1.0	13	-5.0	2	left	left	5163.545053
786.615728	4376.929325	trials	BSD015	p104	45	786.615728	787.023226	787.536557	787.541891	787.64039	788.738219	788.738219	left	1.0	14	-4.0	2	left	left	5163.545053
789.42355	4374.121503	trials	BSD015	p104	46	789.42355	789.514383	790.076047	790.076047	790.097214	790.097214	792.335872	right	0.0	15	-3.0	2	left	left	5163.545053
794.675029	4368.870024	trials	BSD015	p104	47	794.675029	794.838028	795.17186	795.17736	795.246027	797.203852	797.203852	left	1.0	16	-2.0	2	left	left	5163.545053
797.75285	4365.792203	trials	BSD015	p104	48	797.75285	797.908683	798.290014	798.295348	798.385181	799.40301	799.40301	left	1.0	17	-1.0	2	left	left	5163.545053
801.11317	4362.431883	trials	BSD015	p104	49	801.11317	801.232336	801.8345	801.8345	801.989166	803.086829	803.086829	left	0.0	0	0.0	3	right	left	5163.545053
803.682993	4359.8620599999995	trials	BSD015	p104	50	803.682993	803.863659	804.303657	804.303657	804.368323	805.249153	805.249153	left	0.0	1	-14.0	3	right	left	5163.545053
805.699318	4357.845735	trials	BSD015	p104	51	805.699318	805.926317	806.397649	806.397649	807.59931	807.59931	807.59931	left	0.0	2	-13.0	3	right	left	5163.545053
808.167642	4355.3774109999995	trials	BSD015	p104	52	808.167642	808.284974	808.877139	808.882639	808.927972	812.82879	812.82879	right	1.0	3	-12.0	3	right	right	5163.545053
813.726953	4349.8180999999995	trials	BSD015	p104	53	813.726953	813.767619	814.399283	814.404783	814.536449	817.396938	817.396938	right	1.0	4	-11.0	3	right	right	5163.545053
817.765103	4345.77995	trials	BSD015	p104	54	817.765103	817.916436	818.374767	818.380101	818.393767	821.012423	821.012423	right	1.0	5	-10.0	3	right	right	5163.545053
821.714587	4341.830465999999	trials	BSD015	p104	55	821.714587	821.86192	822.341752	822.347251	822.356251	823.628246	823.628246	right	1.0	6	-9.0	3	right	right	5163.545053
824.046911	4339.4981419999995	trials	BSD015	p104	56	824.046911	824.650409	825.049241	825.056574	825.10524	826.586401	826.586401	right	0.0	7	-8.0	3	right	right	5163.545053
826.9474	4336.597653	trials	BSD015	p104	57	826.9474	827.497564	827.978896	827.984229	827.990396	830.657718	830.657718	right	1.0	8	-7.0	3	right	right	5163.545053
831.720381	4331.824672	trials	BSD015	p104	58	831.720381	831.983046	832.376545	832.383711	832.436711	832.837376	832.837376	right	0.0	9	-6.0	3	right	right	5163.545053
833.291708	4330.253345	trials	BSD015	p104	59	833.291708	833.535373	833.983038	833.988372	834.019871	836.87986	836.87986	right	1.0	10	-5.0	3	right	right	5163.545053
837.459358	4326.085695	trials	BSD015	p104	60	837.459358	837.60219	838.272688	838.278188	838.395687	841.410509	841.410509	right	1.0	11	-4.0	3	right	right	5163.545053
842.243839	4321.301214	trials	BSD015	p104	61	842.243839	842.323005	843.092502	843.099835	843.222835	844.522996	844.522996	right	0.0	12	-3.0	3	right	right	5163.545053
845.012494	4318.532559	trials	BSD015	p104	62	845.012494	845.059661	845.899824	845.905324	845.908491	848.074149	848.074149	right	1.0	13	-2.0	3	right	right	5163.545053
848.59698	4314.948073	trials	BSD015	p104	63	848.59698	848.661813	849.143644	849.149144	849.190811	850.259973	850.259973	right	1.0	14	-1.0	3	right	right	5163.545053
850.933804	4312.611249	trials	BSD015	p104	64	850.933804	851.218136	851.595301	851.595301	851.679634	855.696951	855.696951	right	0.0	0	0.0	4	left	right	5163.545053
856.157783	4307.38727	trials	BSD015	p104	65	856.157783	856.634781	857.079279	857.079279	857.107779	858.125275	858.125275	right	0.0	1	-12.0	4	left	right	5163.545053
858.511773	4305.03328	trials	BSD015	p104	66	858.511773	858.628106	859.324104	859.329437	859.44627	861.485762	861.485762	left	1.0	2	-11.0	4	left	left	5163.545053
862.070593	4301.474459999999	trials	BSD015	p104	67	862.070593	862.120759	862.559924	862.565424	862.67759	863.738919	863.738919	left	1.0	3	-10.0	4	left	left	5163.545053
864.239917	4299.305136	trials	BSD015	p104	68	864.239917	864.40775	864.900748	864.906248	866.880907	866.880907	866.880907	left	1.0	4	-9.0	4	left	left	5163.545053
867.401571	4296.1434819999995	trials	BSD015	p104	69	867.401571	867.626237	868.062235	868.067569	869.746229	869.746229	869.746229	left	1.0	5	-8.0	4	left	left	5163.545053
870.22206	4293.322993	trials	BSD015	p104	70	870.22206	870.394393	870.795891	870.801391	870.902391	872.411718	872.411718	left	1.0	6	-7.0	4	left	left	5163.545053
872.820716	4290.724337	trials	BSD015	p104	71	872.820716	873.121715	873.436547	873.44188	873.565047	874.095711	874.095711	left	1.0	7	-6.0	4	left	left	5163.545053
874.651876	4288.893177	trials	BSD015	p104	72	874.651876	874.964874	875.364039	875.369373	875.469706	877.350865	877.350865	left	1.0	8	-5.0	4	left	left	5163.545053
877.856529	4285.688524	trials	BSD015	p104	73	877.856529	878.237361	878.602526	878.60786	878.619193	879.218024	879.218024	left	1.0	9	-4.0	4	left	left	5163.545053
880.317853	4283.227199999999	trials	BSD015	p104	74	880.317853	880.476519	880.982517	880.988017	882.261178	882.261178	882.261178	left	1.0	10	-3.0	4	left	left	5163.545053
883.383007	4280.1620459999995	trials	BSD015	p104	75	883.383007	883.53734	883.940505	883.946005	884.003505	886.398495	886.398495	left	1.0	11	-2.0	4	left	left	5163.545053
886.95666	4276.588393	trials	BSD015	p104	76	886.95666	887.311492	887.618157	887.62349	887.68999	889.539983	889.539983	left	1.0	12	-1.0	4	left	left	5163.545053
890.029814	4273.515239	trials	BSD015	p104	77	890.029814	890.25248	890.619145	890.619145	890.733978	891.17231	891.17231	left	0.0	0	0.0	5	right	left	5163.545053
891.598808	4271.946245	trials	BSD015	p104	78	891.598808	891.91364	892.276972	892.276972	892.301972	892.743637	892.743637	left	0.0	1	-32.0	5	right	left	5163.545053
893.173635	4270.371418	trials	BSD015	p104	79	893.173635	893.450967	893.942965	893.942965	894.014965	894.678795	894.678795	left	0.0	2	-31.0	5	right	left	5163.545053
895.062127	4268.482926	trials	BSD015	p104	80	895.062127	895.143294	895.761958	895.767291	895.812124	899.174111	899.174111	right	1.0	3	-30.0	5	right	right	5163.545053
900.537939	4263.007114	trials	BSD015	p104	81	900.537939	900.653938	901.010103	901.015437	903.784592	905.31842	905.31842	right	1.0	4	-29.0	5	right	right	5163.545053
905.656252	4257.888801	trials	BSD015	p104	82	905.656252	905.949917	906.401749	906.407249	906.484082	908.996572	908.996572	right	1.0	5	-28.0	5	right	right	5163.545053
909.420403	4254.12465	trials	BSD015	p104	83	909.420403	909.820568	910.345566	910.350899	910.362399	912.582724	912.582724	right	1.0	6	-27.0	5	right	right	5163.545053
913.092722	4250.4523309999995	trials	BSD015	p104	84	913.092722	913.233555	913.839052	913.844552	913.972885	915.865044	915.865044	right	1.0	7	-26.0	5	right	right	5163.545053
916.372875	4247.172178	trials	BSD015	p104	85	916.372875	916.697874	917.248372	917.253872	917.383871	918.774532	918.774532	right	1.0	8	-25.0	5	right	right	5163.545053
919.247697	4244.297356	trials	BSD015	p104	86	919.247697	919.574196	920.14686	920.154194	920.828858	920.828858	920.828858	right	0.0	9	-24.0	5	right	right	5163.545053
921.226689	4242.318364	trials	BSD015	p104	87	921.226689	921.418022	922.269185	922.274518	922.324518	925.357006	925.357006	right	1.0	10	-23.0	5	right	right	5163.545053
925.95817	4237.586883	trials	BSD015	p104	88	925.95817	926.02217	926.438168	926.443502	926.514501	929.605822	929.605822	right	1.0	11	-22.0	5	right	right	5163.545053
930.283486	4233.261567	trials	BSD015	p104	89	930.283486	930.472986	930.95065	930.957984	930.97465	931.714647	931.714647	right	0.0	12	-21.0	5	right	right	5163.545053
932.143812	4231.401241	trials	BSD015	p104	90	932.143812	932.167979	932.63131	932.638477	932.664477	933.707473	933.707473	right	0.0	13	-20.0	5	right	right	5163.545053
934.064638	4229.480415	trials	BSD015	p104	91	934.064638	934.184471	934.811468	934.816968	934.868801	937.453458	937.453458	right	1.0	14	-19.0	5	right	right	5163.545053
938.134122	4225.410930999999	trials	BSD015	p104	92	938.134122	938.178788	938.698786	938.704286	941.694441	941.694441	941.694441	right	1.0	15	-18.0	5	right	right	5163.545053
942.177105	4221.367948	trials	BSD015	p104	93	942.177105	942.234939	942.921936	942.927269	943.042935	945.273926	945.273926	right	1.0	16	-17.0	5	right	right	5163.545053
945.767924	4217.777129	trials	BSD015	p104	94	945.767924	945.923591	946.504755	946.512088	946.626921	947.995582	947.995582	right	0.0	17	-16.0	5	right	right	5163.545053
948.46658	4215.078473	trials	BSD015	p104	95	948.46658	948.778079	949.179911	949.185411	949.220744	952.65373	952.65373	right	1.0	18	-15.0	5	right	right	5163.545053
953.214061	4210.330992	trials	BSD015	p104	96	953.214061	953.262394	953.748226	953.753559	953.770726	955.671552	955.671552	right	1.0	19	-14.0	5	right	right	5163.545053
956.262549	4207.282504	trials	BSD015	p104	97	956.262549	956.399215	956.826714	956.834047	956.866713	957.934542	957.934542	right	0.0	20	-13.0	5	right	right	5163.545053
958.391541	4205.153512	trials	BSD015	p104	98	958.391541	958.449374	958.950538	958.956038	958.971705	961.292862	961.292862	right	1.0	21	-12.0	5	right	right	5163.545053
962.045026	4201.500027	trials	BSD015	p104	99	962.045026	962.215025	962.709857	962.715357	962.839856	970.466492	970.466492	right	1.0	22	-11.0	5	right	right	5163.545053
970.854491	4192.690562	trials	BSD015	p104	100	970.854491	971.04249	971.713987	971.713987	972.468318	972.468318	972.468318	left	0.0	23	-10.0	5	right	left	5163.545053
973.065815	4190.479238	trials	BSD015	p104	101	973.065815	973.139315	973.648813	973.65598	973.709646	974.693642	974.693642	right	0.0	24	-9.0	5	right	right	5163.545053
975.077307	4188.467746	trials	BSD015	p104	102	975.077307	975.321306	975.814471	975.821638	975.880304	976.469135	976.469135	right	0.0	25	-8.0	5	right	right	5163.545053
976.784967	4186.760086	trials	BSD015	p104	103	976.784967	976.901633	977.353965	977.353965	977.980629	978.740959	978.740959	left	0.0	26	-7.0	5	right	left	5163.545053
979.331124	4184.213929	trials	BSD015	p104	104	979.331124	979.466956	979.891455	979.891455	980.075787	980.075787	980.075787	left	0.0	27	-6.0	5	right	left	5163.545053
980.815951	4182.729101999999	trials	BSD015	p104	105	980.815951	980.869117	981.367615	981.372949	981.460115	989.110918	989.110918	right	1.0	28	-5.0	5	right	right	5163.545053
989.786582	4173.758471	trials	BSD015	p104	106	989.786582	989.861748	990.297913	990.303246	990.419913	992.038406	992.038406	right	1.0	29	-4.0	5	right	right	5163.545053
992.616237	4170.928816	trials	BSD015	p104	107	992.616237	992.676903	993.054569	993.060069	993.102902	993.971565	993.971565	right	1.0	30	-3.0	5	right	right	5163.545053
994.329564	4169.215489	trials	BSD015	p104	108	994.329564	994.522896	994.892728	994.898228	995.002061	998.705879	998.705879	right	1.0	31	-2.0	5	right	right	5163.545053
999.475376	4164.0696769999995	trials	BSD015	p104	109	999.475376	999.545543	1000.317373	1000.322873	1000.350873	1002.71353	1002.71353	right	1.0	32	-1.0	5	right	right	5163.545053
1003.272528	4160.272525	trials	BSD015	p104	110	1003.272528	1003.305528	1003.883859	1003.883859	1004.215024	1004.215024	1004.215024	right	0.0	0	0.0	6	left	right	5163.545053
1004.592189	4158.952864	trials	BSD015	p104	111	1004.592189	1004.666689	1005.128354	1005.128354	1005.17802	1006.200349	1006.200349	right	0.0	1	-24.0	6	left	right	5163.545053
1006.755347	4156.789706	trials	BSD015	p104	112	1006.755347	1006.890513	1007.256345	1007.256345	1007.368345	1008.207008	1008.207008	right	0.0	2	-23.0	6	left	right	5163.545053
1008.58034	4154.964712999999	trials	BSD015	p104	113	1008.58034	1008.725006	1009.214504	1009.214504	1009.275004	1010.2645	1010.2645	right	0.0	3	-22.0	6	left	right	5163.545053
1010.722165	4152.822888	trials	BSD015	p104	114	1010.722165	1010.868664	1011.875327	1011.875327	1011.89616	1012.408158	1012.408158	right	0.0	4	-21.0	6	left	right	5163.545053
1012.854156	4150.6908969999995	trials	BSD015	p104	115	1012.854156	1013.023989	1013.502154	1013.509487	1013.530987	1014.31065	1014.31065	left	0.0	5	-20.0	6	left	left	5163.545053
1014.815148	4148.729905	trials	BSD015	p104	116	1014.815148	1015.012814	1015.429479	1015.436812	1015.518312	1015.968144	1015.968144	left	0.0	6	-19.0	6	left	left	5163.545053
1016.519308	4147.025745	trials	BSD015	p104	117	1016.519308	1016.574975	1017.001973	1017.001973	1017.048639	1018.067469	1018.067469	right	0.0	7	-18.0	6	left	right	5163.545053
1018.443467	4145.101586	trials	BSD015	p104	118	1018.443467	1018.568133	1018.972798	1018.972798	1019.025465	1019.516963	1019.516963	right	0.0	8	-17.0	6	left	right	5163.545053
1019.804295	4143.740758	trials	BSD015	p104	119	1019.804295	1019.938294	1020.411459	1020.416793	1020.475959	1024.489943	1024.489943	left	1.0	9	-16.0	6	left	left	5163.545053
1025.10794	4138.437113	trials	BSD015	p104	120	1025.10794	1025.229107	1025.586939	1025.592438	1028.817759	1028.817759	1028.817759	left	1.0	10	-15.0	6	left	left	5163.545053
1029.380257	4134.164796	trials	BSD015	p104	121	1029.380257	1029.425756	1029.780088	1029.785422	1029.816422	1031.375082	1031.375082	left	1.0	11	-14.0	6	left	left	5163.545053
1031.825247	4131.719806	trials	BSD015	p104	122	1031.825247	1031.94558	1032.336078	1032.341411	1032.478411	1034.331737	1034.331737	left	1.0	12	-13.0	6	left	left	5163.545053
1034.809568	4128.735485	trials	BSD015	p104	123	1034.809568	1034.977068	1035.397233	1035.402566	1037.319558	1037.319558	1037.319558	left	1.0	13	-12.0	6	left	left	5163.545053
1037.768223	4125.77683	trials	BSD015	p104	124	1037.768223	1038.027889	1038.420721	1038.42622	1038.53672	1040.823544	1040.823544	left	1.0	14	-11.0	6	left	left	5163.545053
1041.288709	4122.256343999999	trials	BSD015	p104	125	1041.288709	1041.502708	1041.85804	1041.86354	1043.5347	1043.5347	1043.5347	left	1.0	15	-10.0	6	left	left	5163.545053
1043.977365	4119.567688	trials	BSD015	p104	126	1043.977365	1044.198364	1044.548696	1044.554196	1046.575188	1046.575188	1046.575188	left	1.0	16	-9.0	6	left	left	5163.545053
1047.025686	4116.519367	trials	BSD015	p104	127	1047.025686	1047.327518	1047.689683	1047.695017	1047.826516	1049.256344	1049.256344	left	1.0	17	-8.0	6	left	left	5163.545053
1049.721175	4113.823878	trials	BSD015	p104	128	1049.721175	1049.878008	1050.239507	1050.245007	1050.31034	1051.914833	1051.914833	left	1.0	18	-7.0	6	left	left	5163.545053
1052.413331	4111.131722	trials	BSD015	p104	129	1052.413331	1052.73733	1053.078829	1053.084329	1053.175995	1054.904155	1054.904155	left	1.0	19	-6.0	6	left	left	5163.545053
1055.432152	4108.1129009999995	trials	BSD015	p104	130	1055.432152	1055.630818	1056.02715	1056.032483	1058.274641	1058.274641	1058.274641	left	1.0	20	-5.0	6	left	left	5163.545053
1058.773806	4104.771247	trials	BSD015	p104	131	1058.773806	1058.940805	1059.327137	1059.33447	1059.703469	1059.703469	1064.838282	left	0.0	21	-4.0	6	left	right	5163.545053
1065.186113	4098.35894	trials	BSD015	p104	132	1065.186113	1065.526279	1066.070277	1066.070277	1066.09161	1066.86244	1066.86244	right	0.0	22	-3.0	6	left	right	5163.545053
1067.182605	4096.362448	trials	BSD015	p104	133	1067.182605	1067.247439	1067.754937	1067.76227	1067.822436	1068.4966	1068.4966	left	0.0	23	-2.0	6	left	left	5163.545053
1068.963265	4094.5817879999995	trials	BSD015	p104	134	1068.963265	1069.225764	1069.665262	1069.670596	1069.818095	1075.105407	1075.105407	left	1.0	24	-1.0	6	left	left	5163.545053
1075.914071	4087.6309819999997	trials	BSD015	p104	135	1075.914071	1076.03907	1076.400235	1076.400235	1076.458235	1076.678734	1076.678734	left	0.0	0	0.0	7	right	left	5163.545053
1077.134566	4086.410487	trials	BSD015	p104	136	1077.134566	1077.272898	1077.760563	1077.760563	1078.048729	1078.048729	1078.048729	left	0.0	1	-39.0	7	right	left	5163.545053
1078.61306	4084.931993	trials	BSD015	p104	137	1078.61306	1078.871725	1079.304724	1079.304724	1079.33439	1079.883055	1079.883055	left	0.0	2	-38.0	7	right	left	5163.545053
1080.275386	4083.2696669999996	trials	BSD015	p104	138	1080.275386	1080.522552	1080.991884	1080.997217	1081.108716	1083.737539	1083.737539	right	1.0	3	-37.0	7	right	right	5163.545053
1084.467536	4079.0775169999997	trials	BSD015	p104	139	1084.467536	1084.489536	1085.042034	1085.049201	1085.079034	1085.503699	1085.503699	right	0.0	4	-36.0	7	right	right	5163.545053
1086.252196	4077.292857	trials	BSD015	p104	140	1086.252196	1086.360695	1086.821027	1086.826527	1086.85236	1089.029851	1089.029851	right	1.0	5	-35.0	7	right	right	5163.545053
1089.624849	4073.920204	trials	BSD015	p104	141	1089.624849	1089.966181	1090.454346	1090.461512	1090.812011	1090.812011	1092.551337	right	0.0	6	-34.0	7	right	right	5163.545053
1092.944336	4070.600717	trials	BSD015	p104	142	1092.944336	1093.130502	1093.5105	1093.517833	1093.561333	1094.393163	1094.393163	right	0.0	7	-33.0	7	right	right	5163.545053
1094.720662	4068.824391	trials	BSD015	p104	143	1094.720662	1094.903995	1095.358826	1095.366159	1095.390826	1096.14099	1096.14099	right	0.0	8	-32.0	7	right	right	5163.545053
1096.474322	4067.070731	trials	BSD015	p104	144	1096.474322	1096.79132	1097.196985	1097.202485	1097.207985	1105.99495	1105.99495	right	1.0	9	-31.0	7	right	right	5163.545053
1106.545115	4056.999938	trials	BSD015	p104	145	1106.545115	1106.822447	1107.296612	1107.301945	1107.352278	1109.204771	1109.204771	right	1.0	10	-30.0	7	right	right	5163.545053
1109.629602	4053.915451	trials	BSD015	p104	146	1109.629602	1110.020267	1110.461266	1110.468599	1110.598932	1111.060263	1111.060263	right	0.0	11	-29.0	7	right	right	5163.545053
1111.463595	4052.0814579999997	trials	BSD015	p104	147	1111.463595	1111.815094	1112.343925	1112.351258	1112.428091	1113.245088	1113.245088	right	0.0	12	-28.0	7	right	right	5163.545053
1113.61992	4049.9251329999997	trials	BSD015	p104	148	1113.61992	1113.944418	1114.569916	1114.575416	1114.705749	1119.300897	1119.300897	right	1.0	13	-27.0	7	right	right	5163.545053
1120.216227	4043.328826	trials	BSD015	p104	149	1120.216227	1120.500726	1120.918891	1120.92439	1120.97439	1123.089382	1123.089382	right	1.0	14	-26.0	7	right	right	5163.545053
1123.809712	4039.7353409999996	trials	BSD015	p104	150	1123.809712	1124.046378	1124.46121	1124.46671	1124.494876	1128.419027	1128.419027	right	1.0	15	-25.0	7	right	right	5163.545053
1128.861859	4034.6831939999997	trials	BSD015	p104	151	1128.861859	1129.160524	1129.577023	1129.582523	1129.638522	1132.186512	1132.186512	right	1.0	16	-24.0	7	right	right	5163.545053
1133.431507	4030.1135459999996	trials	BSD015	p104	152	1133.431507	1133.538673	1133.989672	1133.995172	1134.039838	1138.040822	1138.040822	right	1.0	17	-23.0	7	right	right	5163.545053
1138.576987	4024.968066	trials	BSD015	p104	153	1138.576987	1139.115984	1139.607482	1139.612982	1139.614316	1142.271305	1142.271305	right	1.0	18	-22.0	7	right	right	5163.545053
1142.913469	4020.6315839999997	trials	BSD015	p104	154	1142.913469	1143.6688	1144.155298	1144.160798	1144.211464	1145.99429	1145.99429	right	1.0	19	-21.0	7	right	right	5163.545053
1146.489955	4017.055098	trials	BSD015	p104	155	1146.489955	1146.82412	1147.243285	1147.250452	1147.333118	1147.895949	1147.895949	right	0.0	20	-20.0	7	right	right	5163.545053
1148.379781	4015.1652719999997	trials	BSD015	p104	156	1148.379781	1149.237277	1149.850775	1149.856108	1149.878941	1150.825271	1150.825271	right	1.0	21	-19.0	7	right	right	5163.545053
1151.204769	4012.340284	trials	BSD015	p104	157	1151.204769	1151.287269	1151.9211	1151.9211	1151.9501	1152.69343	1152.69343	left	0.0	22	-18.0	7	right	left	5163.545053
1153.469094	4010.075959	trials	BSD015	p104	158	1153.469094	1153.759926	1154.205591	1154.205591	1154.299424	1154.789422	1154.789422	left	0.0	23	-17.0	7	right	left	5163.545053
